,bias,factuality,owner,source,owner_type,transgend,state,gender,school,sex,lgbtq,new,legal,board,peopl,chang,marriag,year,vote,greec,say,tran,member,woman,polici,wednesday,said,alberta,minist,public,right,orthodox,youth,child,govern,social,thi,prime,propos,univers,identifi,train,utah,depart,educ,student,record,girl,post,surgeri,rule,game,group,plan,countri,report,becom,accord,question,day,lawmak,church,mother,court,parliament,offici,hous,alabama,christian,coupl,senat,gov,conserv,sunak,ghey,law,time,survey,health,face,commun,activist,leader
262,Lean Right,Mixed Factuality,Murdoch Family,https://www.thesun.co.uk/news/politics/25780055/rishi-sunak-risks-row-after-making-trans-jibe/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3190522244926113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1840413350895234,0.0,0.18162914640153074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18927198408626233,0.19212300055353237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,,,Murdoch Family,https://www.themercury.com.au/news/national/transgender-student-at-elite-school-put-into-girls-dormitory/video/0e78f2fb3e1669f940f6290bf7db5f7f?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10761391705176747,0.0,0.0,0.1773025797782775,0.0,0.0,0.08413996548313035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09489352038594015,0.0,0.0,0.0,0.0,0.0,0.09669892467609655,0.0,0.0,0.0,0.0,0.0,0.0,0.10413172026650007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21075043284196016,0.0,0.2035983967159031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Center,High Factuality,Bell Media,https://www.ctvnews.ca/world/u-k-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament-1.6759573?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.09053476176375638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15966637952473173,0.0,0.15157760805654683,0.0,0.0,0.17949235778776426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1867480328335116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17128576718650634,0.0,0.1842031579837656,0.0,0.18178884831922842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18943840615796112,0.0,0.0,0.0,0.0,0.0,0.1867480328335116,0.0,0.0,0.1867480328335116
265,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/uk/politics/ap-brianna-ghey-labour-party-london-parliament-b2492219.html?utm_source=ground.news&utm_medium=referral,Individual,0.08816691784235488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15549046898115118,0.0,0.0,0.0,0.0,0.17479791909873546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18186382939867646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16680596346521873,0.0,0.17938551314284848,0.0,0.1770343472736026,0.0,0.1726655492772312,0.0,0.0,0.0,0.0,0.0,0.0,0.18448383876569688,0.0,0.0,0.0,0.0,0.0,0.18186382939867646,0.0,0.0,0.18186382939867646
266,Lean Left,High Factuality,Independent Media,https://apnews.com/article/transgender-murder-teenagers-britain-sunak-starmer-284cfe4ecbf281ddf6b097331768e61a?utm_source=ground.news&utm_medium=referral,Independent,0.08816691784235488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15549046898115118,0.0,0.0,0.0,0.0,0.17479791909873546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18186382939867646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16680596346521873,0.0,0.17938551314284848,0.0,0.1770343472736026,0.0,0.1726655492772312,0.0,0.0,0.0,0.0,0.0,0.0,0.18448383876569688,0.0,0.0,0.0,0.0,0.0,0.18186382939867646,0.0,0.0,0.18186382939867646
267,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/07/uk-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.06321317060396525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11148224054481191,0.0,0.10583449949116999,0.1136032548620937,0.0,0.12532513273247656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303911893010086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12379628426395564,0.0,0.11959512801773627,0.0,0.12861430708572744,0.0,0.1269285880785528,0.0,0.12379628426395564,0.0,0.0,0.0,0.0,0.0,0.0,0.2645393228880266,0.0,0.0,0.0,0.0,0.0,0.1303911893010086,0.0,0.0,0.1303911893010086
268,Center,High Factuality,,https://www.winnipegfreepress.com/world/2024/02/07/uk-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18132021950245206,0.0,0.17213445464398805,0.0,0.0,0.20383498273065612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120746672268502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21512990705369905,0.0,0.0,0.0,0.0,0.0,0.2120746672268502,0.0,0.0,0.2120746672268502
269,,,MNA Media,https://www.shropshirestar.com/news/uk-news/2024/02/07/sunak-criticised-over-transgender-remark-as-murdered-teenagers-mother-watches/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.08846058601243777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15600837980993473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17998301407259895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18509832130252615,0.1878864696100804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Center,High Factuality,Bell Media,https://www.ctvnews.ca/politics/butt-out-poilievre-criticizes-trudeau-feds-on-alberta-s-planned-transgender-rules-1.6758528?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10356226252412874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18264157535163505,0.0,0.0,0.0,0.0,0.0,0.0,0.200422340284124,0.0,0.0,0.0,0.0,0.200422340284124,0.0,0.19178922374255178,0.0,0.0,0.0,0.20281569755102946,0.0,0.0,0.0,0.0,0.0,0.19593293495711264,0.0,0.0,0.0,0.0,0.0,0.2053204130231979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20794735709054155,0.0,0.0,0.0,0.0,0.0,0.21996177922397042,0.0,0.0,0.0,0.21362014352713643
271,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/politics/poilievre-transgender-puberty-blockers-1.7107486?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.11131601116988862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366360637818051,0.0,0.0,0.0,0.12971401859274784,0.1392356441824317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15556758252866587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15981145311442294
272,Center,High Factuality,,https://www.winnipegfreepress.com/arts-and-life/life/health/2024/02/06/butt-out-poilievre-criticizes-trudeau-feds-on-albertas-planned-transgender-rules?utm_source=ground.news&utm_medium=referral,,0.08728361521427971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15393268355263853,0.0,0.0,0.0,0.0,0.0,0.0,0.16891854236603918,0.0,0.0,0.0,0.0,0.16891854236603918,0.0,0.16164244001032768,0.0,0.0,0.0,0.17093569484671428,0.0,0.0,0.0,0.0,0.0,0.16513481345211647,0.0,0.0,0.0,0.0,0.0,0.17304670146404333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17526072392333478,0.0,0.0,0.0,0.0,0.0,0.18538663439455305,0.0,0.0,0.0,0.1800418217523743
273,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/news/politics/pierre-poilievre-says-he-is-against-the-use-of-puberty-blockers-for-transgender-minors?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24641259474447214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26642254392278125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Right,Mixed Factuality,Leon Cooperman,https://torontosun.com/news/national/butt-out-poilievre-criticizes-trudeau-feds-on-albertas-planned-transgender-rules?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20875166493856967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192070436123465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239431318408828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376751127373432,0.0,0.0,0.0,0.0,0.0,0.2514070936338036,0.0,0.0,0.0,0.2441588698512435
275,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/indigenous-news/poilievre-says-hes-opposed-to-using-puberty-blockers-to-treat-young-people-8221503?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18944823204449124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21898555557857946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272075431262522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2334057458202997
276,Center,High Factuality,Bell Media,https://calgary.ctvnews.ca/calgary-students-join-walkout-to-protest-province-s-proposed-gender-policies-1.6759414?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10359785382689335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17344845865777345,0.0,0.20049121954593216,0.0,0.0,0.0,0.0,0.20049121954593216,0.0,0.1918551360561961,0.0,0.0,0.0,0.20288539933931618,0.0,0.0,0.0,0.0,0.0,0.0,0.20288539933931618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22003737361607997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/edmonton/alberta-transgender-policy-student-walkout-1.7107506?utm_source=ground.news&utm_medium=referral,Government,0.12012000064993626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21799025060296287,0.201110623406502,0.0,0.2324662580597986,0.0,0.0,0.0,0.0,0.2324662580597986,0.0,0.22245286187368282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23524226999164713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25512970091000575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Lean Left,High Factuality,Corus Entertainment,https://globalnews.ca/news/10278269/alberta-class-walkout-gender-identity-policies/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545652084099882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710072472367179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29532331848445514,0.0,0.0,0.0,0.0,0.0,0.0,0.29532331848445514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Lean Left,High Factuality,Glacier Media,https://www.coastreporter.net/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0887566135053878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14623365618518114,0.0,0.0,0.15653045152159892,0.0,0.0,0.0,0.1610728964037853,0.0,0.0,0.1717692116884636,0.0,0.0,0.16269215959133154,0.0,0.1717692116884636,0.0,0.16437031782933445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17382040563441997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18851521923819256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0887566135053878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14623365618518114,0.0,0.0,0.15653045152159892,0.0,0.0,0.0,0.1610728964037853,0.0,0.0,0.1717692116884636,0.0,0.0,0.16269215959133154,0.0,0.1717692116884636,0.0,0.16437031782933445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17382040563441997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18851521923819256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Lean Left,High Factuality,,https://www.thereminder.ca/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,,0.0887566135053878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14623365618518114,0.0,0.0,0.15653045152159892,0.0,0.0,0.0,0.1610728964037853,0.0,0.0,0.1717692116884636,0.0,0.0,0.16269215959133154,0.0,0.1717692116884636,0.0,0.16437031782933445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17382040563441997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18851521923819256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/edmonton/alberta-promises-more-consultation-over-gender-policies-1.7107175?utm_source=ground.news&utm_medium=referral,Government,0.08304862393443824,0.0,0.23864527738394303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1464638869070412,0.15071420451002987,0.0,0.0,0.1607226335214354,0.16465049480021052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16465049480021052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689717683782961,0.0,0.0,0.0,0.0,0.0,0.0
283,Lean Right,Mixed Factuality,Murdoch Family,https://nypost.com/2024/02/07/entertainment/pose-star-cecilia-gentili-dead-at-52-you-are-an-inspiration/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.13315942764222985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2828248814842783,0.0
284,Left,Mixed Factuality,Roberts Family,https://www.huffpost.com/entry/cecilia-gentili-pose-actor-and-lgbtq-rights-advocate-dead_n_65c3c068e4b093b2e781e8c7?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301705248535627,0.0
285,Center,Mixed Factuality,Roberts Family,https://www.eonline.com/news/1394754/pose-actress-cecilia-gentili-dead-at-52?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22270078064032567,0.0
286,Center,High Factuality,Penske Media Corporation,https://deadline.com/2024/02/cecilia-gentili-dead-pose-lgbtq-1235818448/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.08347727524957631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092125898528967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09776500546494632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Center,Mixed Factuality,Murdoch Family,https://pagesix.com/2024/02/07/celebrity-news/pose-actress-cecilia-gentili-dead-at-52/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.09424567776965727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20017375500610435,0.0
288,Lean Left,Mixed Factuality,,https://www.vulture.com/article/cecilia-gentili-dead-actress-author-activist.html?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.14035021138672343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141452379140363,0.0,0.0,0.0,0.1514125089480542,0.0,0.1514125089480542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Lean Left,High Factuality,Independent Media,https://apnews.com/article/south-dakota-transgender-settlement-lawsuit-apology-0af19e287d289554c338ae2bcfd2419f?utm_source=ground.news&utm_medium=referral,Independent,0.09304857908821135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17801653319485614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19193333879885738,0.0,0.0,0.0,0.0,0.0,0.0,0.1976311690345381,0.0,0.0,0.0,0.0
290,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Health/wireStory/south-dakota-apologized-pay-300k-transgender-advocates-106995631?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10669585993859931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20412592302465105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220083883437024,0.0,0.0,0.0,0.0,0.0,0.0,0.22661740498821042,0.0,0.0,0.0,0.0
291,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/06/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.05333513121705215,0.07081558405151551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09406140952935428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10203847549086613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11001554145237796,0.0,0.0,0.0,0.0,0.0,0.0,0.33984455548892756,0.0,0.11328151849630919,0.0,0.0
292,Lean Left,High Factuality,National Amusements,https://www.cbsnews.com/minnesota/news/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10669585993859931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20412592302465105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220083883437024,0.0,0.0,0.0,0.0,0.0,0.0,0.22661740498821042,0.0,0.0,0.0,0.0
